transaction_id,line_number,product_id,category,unit_cost,unit_price,promo_price,qty,line_subtotal,line_discount,line_total,promo_id,promo_type,__line_total_std,__line_subtotal_std,__line_discount_std,__tid_num
T00014865,7,P00448,Dairy & Eggs,2.2,3.04,,1,3.04,-0.01,3.05,,,3.05,3.04,-0.01,14865.0
T00014865,8,P00760,Dairy & Eggs,1.23,2.14,,1,2.14,0.0,2.14,,,2.14,2.14,0.0,14865.0
T00014867,1,P00666,Snacks/Cookies/Chips,1.61,2.43,,1,2.43,-0.01,2.44,,,2.44,2.43,-0.01,14867.0
T00014867,2,P00600,Baking,2.6,3.61,,2,7.22,-0.03,7.25,,,7.25,7.22,-0.03,14867.0
T00014867,3,P00917,Snacks/Cookies/Chips,1.62,2.87,,3,8.61,-0.03,8.64,,,8.64,8.61,-0.03,14867.0
T00014868,1,P00445,Alcohol,8.59,11.9,,1,11.9,-0.04,11.94,,,11.94,11.9,-0.04,14868.0
T00014868,2,P00703,Alcohol,8.49,14.06,,1,14.06,-0.05,14.11,,,14.11,14.06,-0.05,14868.0
T00014868,3,P00201,Prepared Meals,4.84,8.51,,1,8.51,-0.03,8.54,,,8.54,8.51,-0.03,14868.0
T00014868,4,P00208,Breakfast & Cereal,2.94,4.27,,1,4.27,-0.02,4.29,,,4.29,4.27,-0.02,14868.0
T00014868,5,P00714,Deli,2.98,4.66,,3,13.98,-0.05,14.03,,,14.03,13.98,-0.05,14868.0
T00014868,6,P00390,Frozen Foods,6.25,9.47,,1,9.47,-0.04,9.51,,,9.51,9.47,-0.04,14868.0
T00014868,7,P00666,Snacks/Cookies/Chips,1.61,2.43,,1,2.43,-0.01,2.44,,,2.44,2.43,-0.01,14868.0
T00014869,1,P00014,Deli,3.85,5.67,,1,5.67,-0.01,5.68,,,5.68,5.67,-0.01,14869.0
T00014869,2,P00571,Dairy & Eggs,1.68,2.75,,2,5.5,-0.01,5.51,,,5.51,5.5,-0.01,14869.0
T00014869,3,P00132,Deli,4.48,7.06,,1,7.06,-0.01,7.07,,,7.07,7.06,-0.01,14869.0
T00014870,1,P01296,Beverages,1.71,2.25,,1,2.25,-0.01,2.26,,,2.26,2.25,-0.01,14870.0
T00014870,2,P00665,Prepared Meals,7.71,11.92,,1,11.92,-0.05,11.97,,,11.97,11.92,-0.05,14870.0
T00014870,3,P00559,Beverages,2.36,3.15,,1,3.15,-0.01,3.16,,,3.16,3.15,-0.01,14870.0
T00014870,4,P00755,Condiments/Sauces/Spices,1.67,3.01,,1,3.01,-0.01,3.02,,,3.02,3.01,-0.01,14870.0
T00014870,5,P00330,Baking,2.14,3.15,,1,3.15,-0.01,3.16,,,3.16,3.15,-0.01,14870.0
T00014871,1,P00918,Frozen Foods,6.85,9.17,,1,9.17,-0.02,9.19,,,9.19,9.17,-0.02,14871.0
T00014871,2,P00089,Condiments/Sauces/Spices,2.37,3.73,,1,3.73,-0.01,3.74,,,3.74,3.73,-0.01,14871.0
T00014872,1,P01381,Alcohol,7.14,11.61,,1,11.61,-0.02,11.63,,,11.63,11.61,-0.02,14872.0
T00014872,2,P00334,Baking,1.7,2.72,,1,2.72,0.0,2.72,,,2.72,2.72,0.0,14872.0
T00014875,1,P00208,Breakfast & Cereal,2.94,4.27,,1,4.27,0.03,4.24,,,4.24,4.27,0.03,14875.0
T00014875,2,P00927,Alcohol,9.77,12.93,,1,12.93,0.08,12.85,,,12.85,12.93,0.08,14875.0
T00014875,3,P00527,Snacks/Cookies/Chips,2.63,3.53,,1,3.53,0.02,3.51,,,3.51,3.53,0.02,14875.0
T00014876,1,P00760,Dairy & Eggs,1.23,2.14,,1,2.14,0.01,2.13,,,2.13,2.14,0.01,14876.0
T00014876,2,P00072,Dairy & Eggs,2.53,3.77,,1,3.77,0.02,3.75,,,3.75,3.77,0.02,14876.0
T00014876,3,P00703,Alcohol,8.49,14.06,,1,14.06,0.08,13.98,,,13.98,14.06,0.08,14876.0
T00014878,1,P01141,Snacks/Cookies/Chips,1.99,3.54,,1,3.54,-0.01,3.55,,,3.55,3.54,-0.01,14878.0
T00014881,1,P00224,Breakfast & Cereal,2.2,3.68,,1,3.68,-0.01,3.69,,,3.69,3.68,-0.01,14881.0
T00014881,2,P01136,Deli,2.82,4.98,,1,4.98,-0.02,5.0,,,5.0,4.98,-0.02,14881.0
T00014881,3,P00143,Dairy & Eggs,1.58,2.11,,1,2.11,-0.01,2.12,,,2.12,2.11,-0.01,14881.0
T00014881,4,P00767,Prepared Meals,4.96,6.86,,1,6.86,-0.03,6.89,,,6.89,6.86,-0.03,14881.0
T00014882,1,P01384,Pet Food,6.04,9.89,,2,19.78,0.12,19.66,,,19.66,19.78,0.12,14882.0
T00014882,2,P00447,Alcohol,10.74,14.32,,1,14.32,0.08,14.24,,,14.24,14.32,0.08,14882.0
T00014882,3,P01361,Beverages,2.21,3.16,,1,3.16,0.02,3.14,,,3.14,3.16,0.02,14882.0
T00014882,4,P01419,Bakery,5.34,8.36,,1,8.36,0.05,8.31,,,8.31,8.36,0.05,14882.0
T00014884,1,P00120,Condiments/Sauces/Spices,1.85,2.56,,1,2.56,0.0,2.56,,,2.56,2.56,0.0,14884.0
T00014884,2,P01248,Deli,3.56,6.03,,1,6.03,-0.01,6.04,,,6.04,6.03,-0.01,14884.0
T00014885,1,P00070,Beverages,3.44,5.55,,3,16.65,-0.06,16.71,,,16.71,16.65,-0.06,14885.0
T00014885,2,P01195,Alcohol,7.09,11.05,,1,11.05,-0.04,11.09,,,11.09,11.05,-0.04,14885.0
T00014885,3,P00547,Deli,4.62,7.06,,3,21.18,-0.08,21.26,,,21.26,21.18,-0.08,14885.0
T00014885,4,P01313,Condiments/Sauces/Spices,2.52,3.23,,1,3.23,-0.01,3.24,,,3.24,3.23,-0.01,14885.0
T00014885,5,P00959,Alcohol,10.38,16.27,,1,16.27,-0.06,16.33,,,16.33,16.27,-0.06,14885.0
T00014886,1,P00445,Alcohol,8.59,11.9,,1,11.9,0.07,11.83,,,11.83,11.9,0.07,14886.0
T00014888,1,P00223,Breakfast & Cereal,4.82,7.78,,2,15.56,-0.06,15.62,,,15.62,15.56,-0.06,14888.0
T00014889,1,P00605,Snacks/Cookies/Chips,2.09,3.17,,3,9.51,0.02,9.49,,,9.49,9.51,0.02,14889.0
T00014889,2,P01426,Pet Food,3.82,5.66,,2,11.32,0.02,11.3,,,11.3,11.32,0.02,14889.0
T00014890,1,P00130,Condiments/Sauces/Spices,6.53,9.17,,1,9.17,-0.04,9.21,,,9.21,9.17,-0.04,14890.0
T00014890,2,P01229,Snacks/Cookies/Chips,2.79,3.84,,1,3.84,-0.01,3.85,,,3.85,3.84,-0.01,14890.0
T00014890,3,P01355,Bakery,2.78,3.78,,1,3.78,-0.01,3.79,,,3.79,3.78,-0.01,14890.0
T00014895,1,P00197,Snacks/Cookies/Chips,2.44,3.83,,1,3.83,-0.01,3.84,,,3.84,3.83,-0.01,14895.0
T00014895,2,P01417,Meat and Seafood,5.2,8.28,,1,8.28,-0.01,8.29,,,8.29,8.28,-0.01,14895.0
T00014895,3,P00654,Condiments/Sauces/Spices,1.88,2.63,,1,2.63,0.0,2.63,,,2.63,2.63,0.0,14895.0
T00014895,4,P01436,Pet Food,5.2,8.81,8.24,1,8.81,0.56,8.25,PR00129,BUNDLE,8.25,8.81,0.56,14895.0
T00014896,1,P00238,Alcohol,10.11,16.35,,1,16.35,0.03,16.32,,,16.32,16.35,0.03,14896.0
T00014896,2,P00879,Snacks/Cookies/Chips,2.05,2.67,,1,2.67,0.01,2.66,,,2.66,2.67,0.01,14896.0
T00014896,3,P01487,Snacks/Cookies/Chips,2.52,4.26,,1,4.26,0.01,4.25,,,4.25,4.26,0.01,14896.0
T00014896,4,P01046,Alcohol,9.39,12.06,,1,12.06,0.03,12.03,,,12.03,12.06,0.03,14896.0
T00014897,1,P01339,Baking,2.19,3.19,,1,3.19,-0.01,3.2,,,3.2,3.19,-0.01,14897.0
T00014897,2,P01246,Bakery,2.03,3.39,,1,3.39,-0.01,3.4,,,3.4,3.39,-0.01,14897.0
T00014899,1,P01200,Alcohol,6.09,9.36,,1,9.36,0.02,9.34,,,9.34,9.36,0.02,14899.0
T00014899,2,P01254,Condiments/Sauces/Spices,2.24,3.5,,1,3.5,0.01,3.49,,,3.49,3.5,0.01,14899.0
T00014899,3,P00879,Snacks/Cookies/Chips,2.05,2.67,,1,2.67,0.01,2.66,,,2.66,2.67,0.01,14899.0
T00014899,4,P01254,Condiments/Sauces/Spices,2.24,3.5,,1,3.5,0.01,3.49,,,3.49,3.5,0.01,14899.0
T00014899,5,P00615,Snacks/Cookies/Chips,1.82,2.98,,1,2.98,0.01,2.97,,,2.97,2.98,0.01,14899.0
T00014900,1,P00316,Meat and Seafood,5.32,9.11,,1,9.11,0.02,9.09,,,9.09,9.11,0.02,14900.0
T00014900,2,P00441,Deli,3.51,5.2,,1,5.2,0.01,5.19,,,5.19,5.2,0.01,14900.0
T00014900,3,P01160,Alcohol,6.1,10.83,,3,32.49,0.07,32.42,,,32.42,32.49,0.07,14900.0
T00014900,4,P00206,Dairy & Eggs,1.94,2.46,,3,7.38,0.02,7.36,,,7.36,7.38,0.02,14900.0
T00014902,1,P00720,Meat and Seafood,7.09,9.88,,1,9.88,-0.04,9.92,,,9.92,9.88,-0.04,14902.0
T00014902,2,P00879,Snacks/Cookies/Chips,2.05,2.67,,3,8.01,-0.03,8.04,,,8.04,8.01,-0.03,14902.0
T00014903,1,P00065,Prepared Meals,6.74,8.53,,1,8.53,-0.03,8.56,,,8.56,8.53,-0.03,14903.0
T00014903,2,P01344,Candy,2.74,3.67,,1,3.67,-0.01,3.68,,,3.68,3.67,-0.01,14903.0
T00014903,3,P00824,Condiments/Sauces/Spices,2.31,3.03,,1,3.03,-0.01,3.04,,,3.04,3.03,-0.01,14903.0
T00014904,1,P01207,Dairy & Eggs,2.4,4.14,,1,4.14,-0.02,4.16,,,4.16,4.14,-0.02,14904.0
T00014904,2,P01263,Meat and Seafood,4.96,7.65,,1,7.65,-0.03,7.68,,,7.68,7.65,-0.03,14904.0
T00014906,1,P00769,Snacks/Cookies/Chips,2.35,3.12,,1,3.12,0.02,3.1,,,3.1,3.12,0.02,14906.0
T00014906,2,P00126,Candy,2.03,3.25,,1,3.25,0.02,3.23,,,3.23,3.25,0.02,14906.0
T00014906,3,P01339,Baking,2.19,3.19,,1,3.19,0.02,3.17,,,3.17,3.19,0.02,14906.0
T00014906,4,P00203,Snacks/Cookies/Chips,1.53,2.67,,1,2.67,0.02,2.65,,,2.65,2.67,0.02,14906.0
T00014906,5,P00885,Alcohol,7.25,10.32,,1,10.32,0.06,10.26,,,10.26,10.32,0.06,14906.0
T00014907,1,P00029,Baking,1.94,3.12,,2,6.24,-0.01,6.25,,,6.25,6.24,-0.01,14907.0
T00014907,2,P01442,Deli,4.12,5.21,,1,5.21,-0.01,5.22,,,5.22,5.21,-0.01,14907.0
T00014907,3,P00764,Prepared Meals,9.27,11.61,,1,11.61,-0.02,11.63,,,11.63,11.61,-0.02,14907.0
T00014907,4,P01029,Snacks/Cookies/Chips,2.65,3.93,,2,7.86,-0.01,7.87,,,7.87,7.86,-0.01,14907.0
T00014911,1,P00088,Frozen Foods,5.27,6.81,,1,6.81,-0.03,6.84,,,6.84,6.81,-0.03,14911.0
T00014911,2,P00298,Meat and Seafood,6.09,10.36,,2,20.72,-0.08,20.8,,,20.8,20.72,-0.08,14911.0
T00014920,1,P00567,Dairy & Eggs,2.19,3.13,,2,6.26,-0.02,6.28,,,6.28,6.26,-0.02,14920.0
T00014920,2,P00581,Dairy & Eggs,1.79,3.03,,1,3.03,-0.01,3.04,,,3.04,3.03,-0.01,14920.0
T00014922,1,P00452,Bakery,3.2,4.67,,3,14.01,0.03,13.98,,,13.98,14.01,0.03,14922.0
T00014922,2,P00806,Dairy & Eggs,2.33,4.19,,1,4.19,0.01,4.18,,,4.18,4.19,0.01,14922.0
T00014922,3,P00899,Meat and Seafood,4.46,6.09,,1,6.09,0.01,6.08,,,6.08,6.09,0.01,14922.0
T00014922,4,P00156,Deli,2.91,5.03,,2,10.06,0.02,10.04,,,10.04,10.06,0.02,14922.0
T00014922,5,P01214,Snacks/Cookies/Chips,2.12,3.19,,1,3.19,0.01,3.18,,,3.18,3.19,0.01,14922.0
T00014923,1,P00047,Dairy & Eggs,2.25,3.58,,1,3.58,-0.01,3.59,,,3.59,3.58,-0.01,14923.0
T00014923,2,P01421,Meat and Seafood,6.36,10.15,,1,10.15,-0.04,10.19,,,10.19,10.15,-0.04,14923.0
T00014923,3,P01217,Alcohol,8.61,11.69,,1,11.69,-0.04,11.73,,,11.73,11.69,-0.04,14923.0
T00014923,4,P00875,Breakfast & Cereal,4.3,7.21,,1,7.21,-0.03,7.24,,,7.24,7.21,-0.03,14923.0
T00014923,5,P00657,Meat and Seafood,10.37,13.47,,1,13.47,-0.05,13.52,,,13.52,13.47,-0.05,14923.0
T00014923,6,P01271,Alcohol,8.54,10.84,,1,10.84,-0.04,10.88,,,10.88,10.84,-0.04,14923.0
T00014923,7,P00536,Deli,3.55,5.04,,1,5.04,-0.02,5.06,,,5.06,5.04,-0.02,14923.0
T00014923,8,P00884,Dairy & Eggs,3.99,5.45,,1,5.45,-0.02,5.47,,,5.47,5.45,-0.02,14923.0
T00014923,9,P00481,Pet Food,3.05,5.45,,1,5.45,-0.02,5.47,,,5.47,5.45,-0.02,14923.0
T00014923,10,P00197,Snacks/Cookies/Chips,2.44,3.83,,1,3.83,-0.01,3.84,,,3.84,3.83,-0.01,14923.0
T00014924,1,P00291,Alcohol,8.52,12.23,,1,12.23,-0.02,12.25,,,12.25,12.23,-0.02,14924.0
T00014924,2,P00909,Dairy & Eggs,2.51,3.66,,1,3.66,-0.01,3.67,,,3.67,3.66,-0.01,14924.0
T00014925,1,P00209,Deli,4.29,7.43,,1,7.43,0.04,7.39,,,7.39,7.43,0.04,14925.0
T00014925,2,P01377,Dairy & Eggs,2.77,4.64,,1,4.64,0.03,4.61,,,4.61,4.64,0.03,14925.0
T00014926,1,P01381,Alcohol,7.14,11.61,,1,11.61,-0.02,11.63,,,11.63,11.61,-0.02,14926.0
T00014926,2,P01063,Dairy & Eggs,3.52,4.85,,1,4.85,-0.01,4.86,,,4.86,4.85,-0.01,14926.0
T00014926,3,P01199,Dairy & Eggs,2.23,3.31,,1,3.31,-0.01,3.32,,,3.32,3.31,-0.01,14926.0
T00014926,4,P00007,Condiments/Sauces/Spices,1.85,3.11,,1,3.11,-0.01,3.12,,,3.12,3.11,-0.01,14926.0
T00014926,5,P00449,Baking,2.62,4.09,,2,8.18,-0.01,8.19,,,8.19,8.18,-0.01,14926.0
T00014927,1,P00992,Alcohol,5.17,9.19,,1,9.19,-0.02,9.21,,,9.21,9.19,-0.02,14927.0
T00014927,2,P00874,Frozen Foods,3.3,5.11,,1,5.11,-0.01,5.12,,,5.12,5.11,-0.01,14927.0
T00014928,1,P01012,Beverages,2.01,2.87,,1,2.87,0.02,2.85,,,2.85,2.87,0.02,14928.0
T00014928,2,P00442,Deli,4.33,6.19,,1,6.19,0.04,6.15,,,6.15,6.19,0.04,14928.0
T00014928,3,P01102,Snacks/Cookies/Chips,2.59,3.37,,1,3.37,0.02,3.35,,,3.35,3.37,0.02,14928.0
T00014928,4,P00316,Meat and Seafood,5.32,9.11,,1,9.11,0.05,9.06,,,9.06,9.11,0.05,14928.0
T00014929,1,P00724,Breakfast & Cereal,3.32,4.59,4.09,2,9.18,0.99,8.19,PR00145,PERCENT_OFF,8.19,9.18,0.99,14929.0
T00014930,1,P00537,Breakfast & Cereal,2.89,3.91,,1,3.91,-0.01,3.92,,,3.92,3.91,-0.01,14930.0
T00014930,2,P00521,Breakfast & Cereal,2.74,4.32,,1,4.32,-0.01,4.33,,,4.33,4.32,-0.01,14930.0
T00014930,3,P01142,Grains and Pasta,1.8,3.16,,1,3.16,-0.01,3.17,,,3.17,3.16,-0.01,14930.0
T00014931,1,P00817,Prepared Meals,5.71,7.3,,1,7.3,-0.03,7.33,,,7.33,7.3,-0.03,14931.0
T00014931,2,P01403,Frozen Foods,3.38,4.65,,1,4.65,-0.02,4.67,,,4.67,4.65,-0.02,14931.0
T00014931,3,P00665,Prepared Meals,7.71,11.92,,2,23.84,-0.09,23.93,,,23.93,23.84,-0.09,14931.0
T00014931,4,P00823,Alcohol,11.39,14.88,,1,14.88,-0.06,14.94,,,14.94,14.88,-0.06,14931.0
T00014931,5,P00760,Dairy & Eggs,1.23,2.14,,1,2.14,-0.01,2.15,,,2.15,2.14,-0.01,14931.0
T00014932,1,P00954,Snacks/Cookies/Chips,1.77,2.98,,3,8.94,-0.02,8.96,,,8.96,8.94,-0.02,14932.0
T00014932,2,P00750,Frozen Foods,4.9,6.49,,1,6.49,-0.01,6.5,,,6.5,6.49,-0.01,14932.0
T00014933,1,P00723,Dairy & Eggs,2.39,4.02,,1,4.02,-0.01,4.03,,,4.03,4.02,-0.01,14933.0
T00014933,2,P00261,Bakery,1.69,2.39,,1,2.39,0.0,2.39,,,2.39,2.39,0.0,14933.0
T00014933,3,P00956,Prepared Meals,5.59,9.17,,3,27.51,-0.05,27.56,,,27.56,27.51,-0.05,14933.0
T00014933,4,P00516,Dairy & Eggs,3.54,4.62,,1,4.62,-0.01,4.63,,,4.63,4.62,-0.01,14933.0
T00014933,5,P01377,Dairy & Eggs,2.77,4.64,4.22,1,4.64,0.41,4.23,PR00230,BUNDLE,4.23,4.64,0.41,14933.0
T00014933,6,P00695,Frozen Foods,3.83,5.45,,1,5.45,-0.01,5.46,,,5.46,5.45,-0.01,14933.0
T00014934,1,P01269,Grains and Pasta,1.52,2.51,,3,7.53,-0.03,7.56,,,7.56,7.53,-0.03,14934.0
T00014934,2,P00514,Pet Food,8.55,11.11,,2,22.22,-0.08,22.3,,,22.3,22.22,-0.08,14934.0
T00014934,3,P00611,Alcohol,12.73,17.36,,1,17.36,-0.06,17.42,,,17.42,17.36,-0.06,14934.0
T00014934,4,P00500,Alcohol,14.46,18.8,,3,56.4,-0.21,56.61,,,56.61,56.4,-0.21,14934.0
T00014935,1,P00481,Pet Food,3.05,5.45,,1,5.45,0.03,5.42,,,5.42,5.45,0.03,14935.0
T00014935,2,P00417,Condiments/Sauces/Spices,2.36,3.6,,1,3.6,0.02,3.58,,,3.58,3.6,0.02,14935.0
T00014935,3,P00760,Dairy & Eggs,1.23,2.14,,2,4.28,0.03,4.25,,,4.25,4.28,0.03,14935.0
T00014935,4,P00578,Condiments/Sauces/Spices,1.68,2.95,,1,2.95,0.02,2.93,,,2.93,2.95,0.02,14935.0
T00014935,5,P00639,Beverages,2.5,3.77,,1,3.77,0.02,3.75,,,3.75,3.77,0.02,14935.0
T00014936,1,P01222,Baking,1.76,3.0,,1,3.0,-0.01,3.01,,,3.01,3.0,-0.01,14936.0
T00014936,2,P00605,Snacks/Cookies/Chips,2.09,3.17,,2,6.34,-0.02,6.36,,,6.36,6.34,-0.02,14936.0
T00014937,1,P00203,Snacks/Cookies/Chips,1.53,2.67,,1,2.67,0.0,2.67,,,2.67,2.67,0.0,14937.0
T00014937,2,P00760,Dairy & Eggs,1.23,2.14,,1,2.14,0.0,2.14,,,2.14,2.14,0.0,14937.0
T00014938,1,P00745,Condiments/Sauces/Spices,2.8,3.74,,1,3.74,-0.01,3.75,,,3.75,3.74,-0.01,14938.0
T00014938,2,P00182,Dairy & Eggs,2.68,3.6,,1,3.6,-0.01,3.61,,,3.61,3.6,-0.01,14938.0
T00014939,1,P00206,Dairy & Eggs,1.94,2.46,,1,2.46,0.01,2.45,,,2.45,2.46,0.01,14939.0
T00014940,1,P00171,Snacks/Cookies/Chips,2.28,2.89,,1,2.89,-0.01,2.9,,,2.9,2.89,-0.01,14940.0
T00014942,1,P00869,Dairy & Eggs,2.4,3.43,,1,3.43,-0.01,3.44,,,3.44,3.43,-0.01,14942.0
T00014942,2,P01096,Condiments/Sauces/Spices,1.81,2.78,,1,2.78,0.0,2.78,,,2.78,2.78,0.0,14942.0
T00014942,3,P00902,Alcohol,6.06,8.77,,1,8.77,-0.02,8.79,,,8.79,8.77,-0.02,14942.0
T00014943,1,P00171,Snacks/Cookies/Chips,2.28,2.89,,1,2.89,0.02,2.87,,,2.87,2.89,0.02,14943.0
T00014943,2,P00545,Bakery,2.28,2.9,,1,2.9,0.02,2.88,,,2.88,2.9,0.02,14943.0
T00014943,3,P00094,Frozen Foods,5.34,6.89,,1,6.89,0.04,6.85,,,6.85,6.89,0.04,14943.0
T00014943,4,P00865,Deli,5.33,7.14,,1,7.14,0.04,7.1,,,7.1,7.14,0.04,14943.0
T00014943,5,P01067,Pet Food,3.81,6.48,,2,12.96,0.08,12.88,,,12.88,12.96,0.08,14943.0
T00014943,6,P00619,Candy,1.81,2.28,,1,2.28,0.01,2.27,,,2.27,2.28,0.01,14943.0
T00014943,7,P00439,Alcohol,9.96,13.58,,1,13.58,0.08,13.5,,,13.5,13.58,0.08,14943.0
T00014943,8,P00532,Dairy & Eggs,2.88,3.67,,1,3.67,0.02,3.65,,,3.65,3.67,0.02,14943.0
T00014944,1,P00203,Snacks/Cookies/Chips,1.53,2.67,1.78,1,2.67,0.89,1.78,PR00139,BOGO,1.78,2.67,0.89,14944.0
T00014944,2,P00975,Beverages,2.05,3.55,,1,3.55,-0.01,3.56,,,3.56,3.55,-0.01,14944.0
T00014944,3,P01220,Bakery,2.41,4.24,,1,4.24,-0.01,4.25,,,4.25,4.24,-0.01,14944.0
T00014944,4,P00094,Frozen Foods,5.34,6.89,,1,6.89,-0.01,6.9,,,6.9,6.89,-0.01,14944.0
T00014944,5,P00656,Alcohol,9.72,13.03,,2,26.06,-0.05,26.11,,,26.11,26.06,-0.05,14944.0
T00014945,1,P00647,Baking,3.42,4.35,,1,4.35,-0.01,4.36,,,4.36,4.35,-0.01,14945.0
T00014945,2,P00208,Breakfast & Cereal,2.94,4.27,,2,8.54,-0.02,8.56,,,8.56,8.54,-0.02,14945.0
T00014945,3,P00723,Dairy & Eggs,2.39,4.02,,1,4.02,-0.01,4.03,,,4.03,4.02,-0.01,14945.0
T00014945,4,P01101,Snacks/Cookies/Chips,2.19,3.2,,2,6.4,-0.01,6.41,,,6.41,6.4,-0.01,14945.0
T00014946,1,P00652,Baking,3.37,4.71,,1,4.71,-0.02,4.73,,,4.73,4.71,-0.02,14946.0
T00014946,2,P01489,Candy,2.09,2.69,,2,5.38,-0.02,5.4,,,5.4,5.38,-0.02,14946.0
T00014947,1,P00171,Snacks/Cookies/Chips,2.28,2.89,,1,2.89,0.02,2.87,,,2.87,2.89,0.02,14947.0
T00014947,2,P00989,Snacks/Cookies/Chips,1.87,2.99,,1,2.99,0.02,2.97,,,2.97,2.99,0.02,14947.0
T00014947,3,P00023,Dairy & Eggs,1.99,2.51,,1,2.51,0.01,2.5,,,2.5,2.51,0.01,14947.0
T00014948,1,P00760,Dairy & Eggs,1.23,2.14,,1,2.14,0.0,2.14,,,2.14,2.14,0.0,14948.0
T00014948,2,P01195,Alcohol,7.09,11.05,,1,11.05,-0.02,11.07,,,11.07,11.05,-0.02,14948.0
T00014948,3,P00790,Breakfast & Cereal,3.85,5.84,,1,5.84,-0.01,5.85,,,5.85,5.84,-0.01,14948.0
T00014948,4,P00498,Baking,2.81,4.1,,1,4.1,-0.01,4.11,,,4.11,4.1,-0.01,14948.0
T00014949,1,P00105,Breakfast & Cereal,3.41,4.41,3.42,1,4.41,0.98,3.43,PR00117,AMOUNT_OFF,3.43,4.41,0.98,14949.0
T00014949,2,P00097,Candy,2.84,3.99,3.77,2,7.98,0.43,7.55,PR00116,BUNDLE,7.55,7.98,0.43,14949.0
T00014949,3,P00788,Deli,2.99,4.01,,2,8.02,-0.01,8.03,,,8.03,8.02,-0.01,14949.0
T00014950,1,P00514,Pet Food,8.55,11.11,,1,11.11,-0.04,11.15,,,11.15,11.11,-0.04,14950.0
T00014951,1,P00816,Alcohol,9.73,13.62,10.76,1,13.62,2.84,10.78,PR00031,PERCENT_OFF,10.78,13.62,2.84,14951.0
T00014951,2,P00148,Dairy & Eggs,2.58,4.35,,1,4.35,-0.01,4.36,,,4.36,4.35,-0.01,14951.0
T00014952,1,P00002,Beverages,2.03,2.9,,3,8.7,-0.03,8.73,,,8.73,8.7,-0.03,14952.0
T00014952,2,P01207,Dairy & Eggs,2.4,4.14,,1,4.14,-0.02,4.16,,,4.16,4.14,-0.02,14952.0
T00014953,1,P01053,Meat and Seafood,5.96,9.37,,3,28.11,-0.05,28.16,,,28.16,28.11,-0.05,14953.0
T00014954,1,P00684,Dairy & Eggs,1.46,2.36,,2,4.72,-0.02,4.74,,,4.74,4.72,-0.02,14954.0
T00014955,1,P00067,Condiments/Sauces/Spices,1.35,2.17,,1,2.17,0.0,2.17,,,2.17,2.17,0.0,14955.0
T00014956,1,P00567,Dairy & Eggs,2.19,3.13,,1,3.13,-0.01,3.14,,,3.14,3.13,-0.01,14956.0
T00014956,2,P00644,Dairy & Eggs,1.94,2.7,,1,2.7,-0.01,2.71,,,2.71,2.7,-0.01,14956.0
T00014956,3,P01181,Grains and Pasta,1.65,2.5,,1,2.5,-0.01,2.51,,,2.51,2.5,-0.01,14956.0
T00014956,4,P01364,Pet Food,4.62,6.54,,2,13.08,-0.05,13.13,,,13.13,13.08,-0.05,14956.0
T00014956,5,P00422,Snacks/Cookies/Chips,1.96,2.87,,1,2.87,-0.01,2.88,,,2.88,2.87,-0.01,14956.0
T00014957,1,P00713,Pet Food,3.67,6.05,,1,6.05,-0.02,6.07,,,6.07,6.05,-0.02,14957.0
T00014957,2,P01436,Pet Food,5.2,8.81,,1,8.81,-0.03,8.84,,,8.84,8.81,-0.03,14957.0
T00014957,3,P00985,Snacks/Cookies/Chips,1.79,2.37,,1,2.37,-0.01,2.38,,,2.38,2.37,-0.01,14957.0
T00014957,4,P01484,Meat and Seafood,9.56,12.95,,1,12.95,-0.05,13.0,,,13.0,12.95,-0.05,14957.0
T00014957,5,P00567,Dairy & Eggs,2.19,3.13,,1,3.13,-0.01,3.14,,,3.14,3.13,-0.01,14957.0
T00014957,6,P00980,Dairy & Eggs,2.67,3.42,,1,3.42,-0.01,3.43,,,3.43,3.42,-0.01,14957.0
T00014957,7,P01440,Alcohol,7.55,13.37,,1,13.37,-0.05,13.42,,,13.42,13.37,-0.05,14957.0
T00014958,1,P00460,Alcohol,12.38,15.61,,1,15.61,0.03,15.58,,,15.58,15.61,0.03,14958.0
T00014958,2,P01454,Candy,1.6,2.36,,1,2.36,0.0,2.36,,,2.36,2.36,0.0,14958.0
T00014958,3,P00166,Condiments/Sauces/Spices,2.79,3.93,,1,3.93,0.01,3.92,,,3.92,3.93,0.01,14958.0
T00014958,4,P01283,Frozen Foods,2.55,3.39,,1,3.39,0.01,3.38,,,3.38,3.39,0.01,14958.0
T00014958,5,P00301,Snacks/Cookies/Chips,1.98,3.04,,3,9.12,0.02,9.1,,,9.1,9.12,0.02,14958.0
T00014958,6,P00615,Snacks/Cookies/Chips,1.82,2.98,,1,2.98,0.01,2.97,,,2.97,2.98,0.01,14958.0
T00014958,7,P00185,Beverages,2.12,3.69,,1,3.69,0.01,3.68,,,3.68,3.69,0.01,14958.0
T00014959,1,P01271,Alcohol,8.54,10.84,,1,10.84,-0.04,10.88,,,10.88,10.84,-0.04,14959.0
T00014959,2,P00488,Alcohol,8.02,13.2,,1,13.2,-0.05,13.25,,,13.25,13.2,-0.05,14959.0
T00014959,3,P00897,Alcohol,9.57,12.2,,1,12.2,-0.05,12.25,,,12.25,12.2,-0.05,14959.0
T00014960,1,P01176,Beverages,3.03,4.09,,1,4.09,0.02,4.07,,,4.07,4.09,0.02,14960.0
